"Bleedout","底片長度","型態","機台ID","塗佈溫度","塗佈濕度","馬達壓力","乾燥溫度一","乾燥溫度二","UV暴露","照明時間","爐子O2","底片UV溫度","張力一","張力二","彎曲張力","EPC差異一","EPC差異二","缺陷Mode"
False,"300m","Production","YC-08",29.08,50.8,0.9,120.08,122.0,1020.2,1274,0.01101,89.04,4.076,2.501,3.129,0.021828031,0.022751002,0
False,"500m","Production","YC-08",27.77,50.4,0.9,120.01,122.01,1020.0,669,0.01041,89.03,4.851,4.679,3.103,-0.042876853,0.077458282,0
False,"300m","Production","YC-08",28.93,50.9,0.9,120.09,122.0,1020.2,1471,0.01234,89.04,2.585,2.33,3.116,0.059470375,0.019538571,0
False,"1200m","Production","YC-08",28.09,50.5,0.9,120.06,122.07,1020.2,830,0.01058,89.06,2.791,3.417,3.126,-0.003227746,0.017095157,0
False,"300m","Production","YC-08",27.41,51.1,0.9,120.01,122.0,1020.0,1735,0.01103,89.09,2.14,2.664,3.104,0.204224913,0.063311071,0
False,"500m","Production","YC-08",28.09,50.5,0.9,120.01,122.0,1020.1,830,0.01082,89.09,3.362,3.05,3.108,-0.037699429,0.079135269,0
False,"1500m","Production","YC-08",28.64,50.8,0.901,120.4,122.4,1020.9,1246,0.01185,89.11,3.581,1.227,3.171,0.013661766,0.118894172,0
False,"1500m","Prototype","YC-08",27.79,50.4,0.9,120.0,122.0,1020.0,602,0.01078,89.02,4.193,1.538,3.1,-0.010025058,0.01927592,0
False,"500m","Production","YC-08",28.01,50.3,0.9,120.01,122.01,1020.0,549,0.01038,89.03,3.425,2.743,3.103,0.074252887,0.05687296,0
False,"1200m","Production","YC-08",27.8,50.3,0.9,120.0,122.0,1020.0,1003,0.011,89.03,3.095,3.924,3.102,0.080687801,0.099533421,0
False,"1200m","Production","YC-08",28.41,50.7,0.9,120.06,122.06,1020.2,1072,0.01138,89.09,1.475,2.603,3.112,-0.116099331,0.037729017,0
False,"1200m","Production","YC-08",28.39,50.7,0.9,120.02,122.0,1020.1,1055,0.01136,89.07,2.932,2.526,3.109,0.131275134,0.024249401,0
False,"1200m","Production","YC-08",28.83,50.9,0.9,120.04,122.0,1020.0,1393,0.01138,89.04,2.248,4.626,3.108,-0.022400969,0.103791329,0
False,"1500m","Production","YC-08",27.97,50.5,0.9,120.05,122.05,1020.2,734,0.01066,89.06,3.468,1.638,3.116,0.124734483,0.065152163,0
False,"1200m","Production","YC-08",27.36,50.2,0.9,120.04,122.05,1020.2,275,0.01025,89.05,4.574,1.202,3.116,0.121718817,0.085872097,0
False,"1000m","Production","YC-08",29.47,51.2,0.9,120.03,122.05,1020.3,1881,0.01317,89.07,3.59,3.253,3.116,0.020972929,0.069541824,0
False,"1200m","Production","YC-08",28.11,50.5,0.9,120.01,122.0,1020.0,844,0.01059,89.04,2.509,4.134,3.104,0.107889168,0.079952212,0
False,"1000m","Production","YC-08",27.59,50.2,0.9,120.09,122.0,1020.3,394,0.01044,89.02,2.208,1.934,3.136,-0.114446557,0.087995321,0
False,"100m","Laboratory_Test","YC-08",30.09,51.5,0.901,120.08,122.0,1020.5,2353,0.01256,89.07,4.159,3.871,3.136,0.077421114,0.080834159,0
False,"1200m","Production","YC-08",28.31,51.2,0.9,120.25,122.25,1020.8,1940,0.01231,89.1,4.103,3.591,3.145,0.054600011,0.052381616,0
False,"1500m","Production","YC-08",28.91,50.9,0.9,120.05,122.0,1020.2,1454,0.01159,89.07,1.893,1.89,3.108,0.093603323,0.034279237,0
False,"1200m","Production","YC-08",27.36,50.2,0.9,120.05,122.05,1020.2,275,0.0103,89.04,5.161,2.692,3.116,0.026127848,0.036830887,0
False,"1000m","Production","YC-08",27.25,50.4,0.9,120.01,122.01,1020.0,691,0.01076,89.03,1.568,3.248,3.105,-0.147132094,0.09832823,0
False,"1200m","Production","YC-08",27.5,51.2,0.9,120.01,122.02,1020.0,1385,0.01124,89.05,3.425,3.839,3.102,-0.13856059,0.048466236,0
False,"1200m","Production","YC-08",27.61,50.2,0.9,120.03,122.0,1020.1,691,0.01103,89.03,3.138,2.086,3.105,-0.062925122,0.102288774,0
False,"1200m","Production","YC-08",29.12,50.6,0.9,120.37,122.18,1021.4,968,0.01067,89.06,1.613,1.718,3.166,0.016014613,0.056328082,0
False,"1500m","Prototype","YC-08",27.72,50.3,0.9,120.0,122.05,1020.1,543,0.01087,89.03,3.226,1.57,3.108,0.180017762,0.045759861,0
False,"1200m","Prototype","YC-08",27.02,50.0,0.9,120.12,122.0,1020.3,136,0.01019,89.04,2.307,2.147,3.122,-0.077803653,0.098992326,0
False,"1200m","Production","YC-08",27.63,50.3,0.9,120.03,122.09,1020.1,497,0.0104,89.06,2.661,1.111,3.116,-0.151643195,0.107842033,0
False,"1200m","Production","YC-08",27.68,50.3,0.9,120.03,122.09,1020.1,517,0.01057,89.05,3.381,1.829,3.116,0.102615861,0.116144619,0
False,"1200m","Production","YC-08",27.73,50.3,0.9,120.0,122.01,1020.0,552,0.01038,89.04,4.493,1.887,3.101,0.069787579,0.075322604,0
False,"300m","Production","YC-08",27.77,51.5,0.9,120.04,122.0,1021.5,2426,0.01433,89.08,4.736,2.112,3.178,-0.010115181,0.086428166,0
False,"300m","Production","YC-08",28.91,50.9,0.9,120.29,122.33,1020.8,1109,0.01173,89.04,3.236,2.384,3.145,-0.272247534,0.1164051,0
False,"1200m","Production","YC-08",28.45,50.7,0.9,120.01,122.01,1020.0,1107,0.01099,89.04,3.148,2.678,3.103,-0.057524059,0.084595209,0
False,"500m","Production","YC-08",27.11,50.1,0.9,120.02,122.16,1020.1,80,0.01007,89.02,2.936,3.965,3.129,-0.027743427,0.109764302,0
False,"1000m","Production","YC-08",28.93,50.9,0.9,120.16,122.16,1020.5,1468,0.01277,89.07,2.491,3.523,3.13,0.004163172,0.063795428,0
False,"1500m","Production","YC-08",29.56,51.2,0.9,120.09,122.0,1020.1,1954,0.01155,89.05,2.75,2.158,3.116,0.030529836,0.118879277,0
False,"500m","Production","YC-08",27.9,50.4,0.9,120.09,122.05,1020.2,682,0.01081,89.05,3.181,3.336,3.116,-0.00786231,0.101095997,0
False,"1200m","Production","YC-08",29.07,51.0,0.9,120.06,122.0,1020.2,1574,0.01078,89.04,2.503,2.502,3.128,-0.052870403,0.026029549,0
False,"500m","Production","YC-08",27.63,50.5,0.9,120.03,122.0,1020.1,830,0.01058,89.05,1.745,2.289,3.112,0.211322091,0.030742193,0
False,"1000m","Production","YC-08",27.2,50.1,0.9,120.05,122.14,1020.2,223,0.0102,89.09,5.422,1.434,3.116,-0.09464715,0.020335463,0
False,"1000m","Production","YC-08",27.75,51.2,0.9,120.08,122.1,1020.5,1881,0.01354,89.06,3.782,2.337,3.135,-0.100680833,0.018321776,0
False,"1000m","Production","YC-08",27.67,50.1,0.9,120.09,122.05,1020.1,205,0.01016,89.06,2.554,3.505,3.116,0.15106849,0.055372075,0
False,"1200m","Production","YC-08",29.22,51.0,0.9,120.3,122.15,1020.7,1688,0.01268,89.05,1.968,3.59,3.154,0.053078206,0.061074519,0
False,"1200m","Production","YC-08",28.91,50.9,0.9,120.24,122.0,1020.8,1454,0.01173,89.09,3.034,2.495,3.143,0.105356082,0.116310317,0
False,"1200m","Production","YC-08",27.4,50.2,0.9,120.01,122.0,1020.0,301,0.01021,89.01,4.893,4.571,3.102,0.101572473,0.046759855,0
False,"300m","Production","YC-08",27.73,51.0,0.9,120.04,122.0,1020.1,1680,0.01133,89.11,2.584,1.877,3.108,0.013025785,0.076677839,0
False,"1000m","Production","YC-08",28.28,50.9,0.9,120.01,122.0,1020.0,1404,0.01125,89.04,3.115,2.175,3.105,0.063491165,0.041115166,0
False,"500m","Production","YC-08",28.3,50.6,0.9,120.02,122.04,1020.0,989,0.01069,89.03,2.538,1.795,3.104,-0.130724253,0.073505844,0
False,"500m","Production","YC-08",30.72,51.3,0.9,120.04,122.0,1020.2,2079,0.01227,89.1,2.642,2.08,3.111,0.082899884,0.099848586,0
False,"1000m","Production","YC-08",27.57,50.4,0.9,120.09,122.0,1020.1,600,0.0104,89.04,2.337,2.75,3.117,-0.165418825,0.086660648,0
False,"1000m","Production","YC-08",27.85,50.3,0.9,120.02,122.01,1020.1,646,0.01062,89.03,4.294,3.228,3.104,-0.102446564,0.042613682,0
False,"1000m","Production","YC-08",30.18,51.5,0.9,120.09,122.09,1020.1,2791,0.01192,89.17,1.736,2.009,3.119,0.052865049,0.032663163,0
False,"1000m","Production","YC-08",29.73,51.3,0.9,120.18,122.09,1020.5,2079,0.01309,89.08,2.823,3.066,3.132,-0.068757903,0.033084266,0
False,"500m","Production","YC-08",27.54,50.2,0.9,120.55,122.0,1021.1,1948,0.01251,89.11,3.983,2.336,3.2,-0.000986855,0.11254985,0
False,"1000m","Production","YC-08",27.36,50.2,0.9,120.01,122.0,1020.0,275,0.01014,89.02,3.233,1.662,3.102,0.134496508,0.061283215,0
False,"300m","Production","YC-08",29.73,51.3,0.9,120.02,122.03,1020.1,2079,0.01206,89.09,2.755,2.668,3.109,0.063579094,0.101196172,0
False,"1200m","Production","YC-08",28.54,50.7,0.9,120.03,122.0,1020.2,1177,0.01093,89.04,4.366,1.733,3.126,-0.036927481,0.04572518,0
False,"1000m","Prototype","YC-08",27.58,50.4,0.9,120.02,122.03,1020.1,691,0.01062,89.03,2.815,3.529,3.11,0.080053881,0.084845882,0
False,"1000m","Production","YC-08",28.45,50.7,0.9,120.09,122.14,1020.5,1107,0.0122,89.07,2.701,3.324,3.116,0.051798273,0.036959595,0
False,"500m","Production","YC-08",28.49,50.6,0.9,120.0,122.0,1020.0,1038,0.01082,89.05,3.177,2.676,3.104,0.100867414,0.094182753,0
False,"500m","Production","YC-08",27.69,51.4,0.9,120.04,122.39,1021.4,1246,0.0121,89.12,2.332,2.745,3.17,0.150427348,0.093591582,0
False,"1200m","Production","YC-08",27.99,50.6,0.9,120.01,122.02,1020.1,691,0.01055,89.14,4.99,1.804,3.107,0.281382505,0.107465278,0
False,"1500m","Production","YC-08",27.86,50.4,0.9,120.02,122.0,1020.0,653,0.01039,89.08,3.28,4.104,3.107,-0.009554063,0.078732534,0
False,"1500m","Production","YC-08",27.36,50.2,0.9,120.06,122.14,1020.2,275,0.01033,89.04,2.09,3.724,3.116,0.088633452,0.112411585,0
False,"500m","Prototype","YC-08",27.93,51.5,0.9,120.05,122.05,1020.1,2353,0.01187,89.07,2.908,2.672,3.116,-0.057356615,0.060739806,0
False,"1500m","Production","YC-08",27.76,50.4,0.9,120.05,122.0,1020.2,578,0.01046,89.06,3.612,2.604,3.116,0.129978084,0.106588844,0
False,"500m","Production","YC-08",28.15,50.5,0.9,120.03,122.12,1020.2,873,0.01087,89.04,2.671,1.792,3.114,0.09372371,0.034629734,0
False,"1000m","Production","YC-08",28.9,50.6,0.9,120.03,122.05,1020.2,1250,0.01185,89.07,3.105,2.165,3.12,-0.091287167,0.054416941,0
False,"1200m","Production","YC-08",27.18,50.1,0.9,120.03,122.0,1020.1,136,0.01011,89.04,2.969,2.979,3.11,0.086196179,0.029403802,0
False,"1200m","Prototype","YC-08",28.82,50.9,0.9,120.09,122.0,1020.2,1385,0.01179,89.05,3.629,2.476,3.116,-0.046950724,0.072852388,0
False,"1000m","Production","YC-08",27.66,50.5,0.9,120.35,122.17,1020.8,865,0.01082,89.06,5.072,1.514,3.165,0.036722677,0.046575724,0
False,"1200m","Production","YC-08",27.98,50.5,0.9,120.05,122.05,1020.1,746,0.01074,89.02,3.955,3.41,3.116,0.01718624,0.042259741,0
False,"1000m","Production","YC-08",28.22,50.3,0.9,120.17,122.29,1021.0,413,0.01045,89.05,2.078,2.153,3.152,0.049917588,0.112434344,0
False,"1000m","Production","YC-08",27.73,50.3,0.9,120.01,122.0,1020.1,522,0.0111,89.02,3.393,3.051,3.106,0.000233582,0.105595776,0
False,"1000m","Production","YC-08",28.31,50.6,0.9,120.11,122.11,1020.2,996,0.01109,89.06,3.886,5.698,3.14,0.00953746,0.107676843,0
False,"1200m","Production","YC-08",27.7,50.3,0.9,120.01,122.0,1020.1,535,0.01043,89.01,2.591,2.189,3.116,0.051958574,0.043615312,0
False,"1200m","Production","YC-08",29.13,51.3,0.9,120.12,122.0,1020.5,1732,0.01172,89.07,2.71,3.065,3.137,-0.001371735,0.057914867,0
False,"1200m","Production","YC-08",27.1,50.1,0.9,120.09,122.0,1020.2,205,0.01019,89.08,2.386,2.701,3.116,-0.01026259,0.041226639,0
False,"1200m","Production","YC-08",29.54,51.2,0.9,120.05,122.0,1020.2,1940,0.01212,89.11,3.321,2.049,3.116,0.069393105,0.037693053,0
False,"1200m","Production","YC-08",28.12,50.5,0.9,120.5,122.25,1020.7,856,0.01051,89.05,3.484,2.839,3.189,0.079118212,0.106518867,0
False,"1000m","Production","YC-08",28.82,50.9,0.9,120.01,122.0,1020.0,1390,0.01165,89.21,1.643,2.628,3.104,-0.053315452,0.045675231,0
False,"1200m","Production","YC-08",27.55,50.3,0.9,120.05,122.0,1020.1,413,0.01029,89.05,2.464,2.153,3.116,-0.035585924,0.042374291,0
False,"1200m","Production","YC-08",28.82,50.9,0.9,120.05,122.12,1020.2,1385,0.01151,89.05,2.546,3.763,3.115,-0.021395274,0.098480447,0
False,"100m","Laboratory_Test","YC-08",29.72,50.9,0.9,120.29,122.0,1020.6,1454,0.01115,89.09,2.927,1.969,3.152,0.124082376,0.074124363,0
False,"1500m","Production","YC-08",29.54,51.2,0.9,120.6,122.9,1022.9,1940,0.01442,89.08,2.383,2.67,3.208,0.092764253,0.026781697,0
False,"500m","Production","YC-08",34.61,51.5,0.9,120.75,122.75,1022.5,2426,0.01481,89.42,2.823,5.513,3.234,-0.011043049,0.091063087,0
False,"1200m","Production","YC-08",27.27,50.3,0.9,120.12,122.08,1020.3,483,0.01072,89.04,3.252,2.614,3.128,0.086697766,0.06182774,0
False,"300m","Production","YC-08",27.02,50.1,0.9,120.24,122.36,1020.3,170,0.0101,89.06,5.12,3.336,3.144,0.09887543,0.036901392,0
False,"1500m","Production","YC-08",27.23,50.1,0.9,120.17,122.0,1020.5,176,0.01016,89.03,3.425,3.419,3.15,0.056946176,0.029579631,0
False,"1000m","Production","YC-08",28.54,50.6,0.9,120.04,122.03,1020.2,1385,0.01151,89.05,3.061,2.592,3.111,0.071350689,0.10977312,0
False,"500m","Prototype","YC-08",27.18,50.1,0.9,120.0,122.0,1020.0,136,0.01004,89.04,1.171,2.671,3.101,-0.117443907,0.016639202,0
False,"1200m","Production","YC-08",28.45,50.7,0.9,120.05,122.0,1020.1,1107,0.0111,89.06,3.465,2.003,3.108,-0.111518622,0.038297417,0
False,"500m","Production","YC-08",29.43,50.9,0.9,120.01,122.02,1020.0,812,0.01097,89.07,3.369,2.302,3.103,0.09029229,0.119459187,0
False,"1000m","Production","YC-08",27.5,50.2,0.9,120.0,122.01,1020.0,379,0.01023,89.02,2.278,2.212,3.101,0.00604495,0.026720062,0
False,"1000m","Production","YC-08",32.04,51.3,0.9,120.01,122.09,1020.2,2079,0.01309,89.09,2.255,2.786,3.116,-0.183197736,0.10326739,0
False,"1000m","Production","YC-08",29.27,51.1,0.9,120.16,122.0,1020.3,1732,0.01206,89.08,3.323,2.414,3.129,-0.126938558,0.106468327,0
False,"500m","Production","YC-08",28.59,50.8,0.9,120.02,122.1,1020.1,1211,0.01132,89.06,2.381,2.577,3.112,-0.058042961,0.018170966,0
False,"1000m","Production","YC-08",28.36,50.6,0.9,120.1,122.0,1020.4,1038,0.01113,89.07,2.477,1.79,3.145,0.167329265,0.045636156,0
False,"1200m","Production","YC-08",27.58,50.2,0.9,120.09,122.34,1020.5,413,0.0107,89.03,3.889,2.781,3.141,-0.056970656,0.024023829,0
False,"500m","Production","YC-08",29.16,50.7,0.9,120.04,122.0,1020.1,1107,0.01088,89.06,2.204,3.777,3.116,0.0322341,0.090978885,0
False,"1200m","Production","YC-08",28.91,50.9,0.9,120.01,122.0,1020.1,1454,0.0113,89.23,3.076,5.09,3.114,-0.059997756,0.105165102,0
False,"500m","Production","YC-08",27.22,50.5,0.9,120.01,122.0,1020.1,795,0.01118,89.03,1.464,3.783,3.106,0.028323719,0.025755108,0
False,"1200m","Production","YC-08",28.32,50.6,0.9,120.07,122.18,1020.3,1038,0.01093,89.08,3.601,2.889,3.132,0.036066955,0.083840042,0
False,"1200m","Production","YC-08",28.27,50.9,0.9,120.05,122.11,1020.1,1385,0.01165,89.07,2.87,3.402,3.113,0.143476001,0.059272786,0
False,"1200m","Production","YC-08",28.36,50.6,0.9,120.01,122.0,1020.0,1038,0.01134,89.05,4.3,2.943,3.104,0.040003439,0.050637743,0
False,"1200m","Production","YC-08",28.45,50.7,0.9,120.01,122.0,1020.2,1107,0.01165,89.06,3.219,3.557,3.113,0.145040091,0.078181466,0
False,"100m","Laboratory_Test","YC-08",30.53,51.4,0.9,120.04,122.35,1021.2,1454,0.01245,89.05,2.884,1.919,3.164,-0.153343073,0.106957552,0
False,"1200m","Production","YC-08",27.15,50.1,0.9,120.2,122.0,1020.4,183,0.01022,89.1,4.255,3.242,3.144,-0.077069327,0.102253364,0
False,"1000m","Production","YC-08",28.36,50.6,0.9,120.04,122.0,1020.2,1038,0.01237,89.05,3.383,3.418,3.112,-0.122265761,0.050049656,0
False,"1000m","Production","YC-08",28.85,50.9,0.9,120.05,122.09,1020.2,1412,0.0114,89.09,3.241,1.614,3.116,-0.092775692,0.071685872,0
False,"300m","Production","YC-08",27.87,50.4,0.9,120.07,122.09,1020.5,663,0.01079,89.07,3.629,3.885,3.116,0.019186515,0.112201762,0
False,"1000m","Production","YC-08",27.12,50.1,0.9,120.09,122.19,1020.1,205,0.01016,89.05,2.245,3.429,3.123,-0.156486075,0.115410024,0
False,"300m","Production","YC-08",27.58,50.6,0.9,120.02,122.02,1020.1,1038,0.01155,89.05,2.231,2.027,3.104,0.145144312,0.102527982,0
False,"500m","Production","YC-08",28.6,50.9,0.9,120.04,122.02,1020.1,1385,0.01124,89.08,3.001,4.589,3.107,-0.073842532,0.015459032,0
False,"1200m","Production","YC-08",28.0,50.5,0.9,120.01,122.01,1020.0,785,0.01076,89.05,3.876,3.046,3.105,-0.07377672,0.051265009,0
False,"300m","Production","YC-08",30.18,51.5,0.9,120.17,122.0,1021.1,2426,0.01288,89.08,5.191,1.605,3.178,0.054011394,0.072326,0
False,"1200m","Production","YC-08",28.82,50.9,0.9,120.09,122.0,1020.2,1385,0.01179,89.08,3.2,3.171,3.116,0.04668795,0.095466123,0
False,"1000m","Production","YC-08",28.02,50.5,0.9,120.01,122.04,1020.0,774,0.01054,89.03,2.07,1.78,3.107,-0.026855414,0.021266493,0
False,"1000m","Production","YC-08",29.73,51.3,0.9,120.05,122.18,1020.2,2079,0.01247,89.07,4.96,3.056,3.116,-0.020514963,0.065264533,0
False,"1200m","Production","YC-08",28.83,50.5,0.9,120.01,122.0,1020.0,764,0.01046,89.03,2.507,3.3,3.104,-0.021434252,0.047303392,0
False,"500m","Production","YC-08",27.69,50.3,0.9,120.09,122.0,1020.0,524,0.01031,89.02,2.81,2.427,3.116,0.010933854,0.025331104,0
False,"1200m","Production","YC-08",27.32,50.2,0.9,120.05,122.05,1020.1,240,0.01005,89.04,4.816,2.449,3.116,0.052032525,0.066697575,0
False,"1000m","Production","YC-08",27.5,50.2,0.9,120.01,122.0,1020.0,444,0.01023,89.04,4.247,3.15,3.103,-0.066483585,0.117846835,0
False,"1000m","Production","YC-08",28.27,50.6,0.9,120.07,122.09,1020.3,968,0.01173,89.12,3.279,3.027,3.116,0.116807623,0.033225993,0
False,"1000m","Production","YC-08",27.55,50.3,0.9,120.04,122.0,1020.1,413,0.01029,89.05,2.699,2.089,3.111,0.04835961,0.108813652,0
False,"500m","Production","YC-08",30.95,50.8,0.9,120.09,122.0,1020.2,1307,0.01194,89.04,3.006,3.514,3.116,0.019873241,0.11834192,0
False,"1200m","Production","YC-08",27.09,50.2,0.9,120.01,122.0,1020.0,361,0.01018,89.03,3.125,1.692,3.104,-0.053837917,0.077455624,0
False,"500m","Production","YC-08",30.18,51.5,0.9,120.01,122.14,1020.2,2426,0.01264,89.11,2.294,4.168,3.116,-0.017287575,0.024499176,0
False,"1000m","Production","YC-08",27.91,50.4,0.9,120.0,122.01,1020.0,691,0.01062,89.08,5.204,2.603,3.103,-0.097136855,0.109093404,0
False,"1000m","Production","YC-08",28.07,51.0,0.9,120.01,122.0,1020.0,1576,0.01125,89.05,3.61,2.437,3.103,0.012943788,0.101992654,0
False,"1200m","Production","YC-08",27.78,50.3,0.9,120.01,122.0,1020.1,1038,0.01082,89.05,4.563,2.921,3.112,-0.058211964,0.063010657,0
False,"500m","Production","YC-08",27.17,50.0,0.9,120.23,122.11,1020.3,66,0.01007,89.05,2.44,2.002,3.141,-0.013362848,0.048424142,0
False,"1200m","Production","YC-08",27.76,50.4,0.9,120.0,122.0,1020.0,575,0.01034,89.02,2.487,2.869,3.101,0.087957776,0.085594096,0
False,"1200m","Production","YC-08",27.69,50.3,0.9,120.11,122.0,1020.4,386,0.01035,89.04,3.435,2.34,3.139,0.074926728,0.024374338,0
False,"1000m","Production","YC-08",29.18,50.9,0.9,120.03,122.0,1020.0,1482,0.01073,89.04,3.845,3.257,3.105,-0.141350147,0.023997502,0
False,"1200m","Production","YC-08",27.69,50.6,0.9,120.73,122.37,1022.9,1024,0.01132,89.17,3.3,4.647,3.232,0.063475036,0.078565459,0
False,"1000m","Prototype","YC-08",27.34,50.8,0.9,120.16,122.16,1020.4,1211,0.01228,89.03,3.922,1.338,3.129,-0.233999553,0.016858555,0
False,"1200m","Production","YC-08",27.41,50.2,0.9,120.05,122.05,1020.1,309,0.01034,89.03,3.389,2.033,3.116,0.026052749,0.047454079,0
False,"1200m","Production","YC-08",28.27,50.5,0.9,120.17,122.0,1020.3,795,0.01095,89.03,3.763,2.538,3.13,0.145234539,0.082269238,0
False,"1500m","Production","YC-08",27.54,50.2,0.9,120.04,122.0,1020.1,517,0.01046,89.11,4.489,2.343,3.109,-0.037922749,0.042366907,0
False,"1500m","Production","YC-08",29.93,50.6,0.9,120.43,122.0,1021.5,1038,0.01247,89.1,2.118,3.015,3.177,0.105652874,0.086488151,0
False,"1500m","Production","YC-08",28.0,50.5,0.9,120.07,122.05,1020.1,760,0.01076,89.03,2.346,2.775,3.116,-0.260565301,0.037964548,0
False,"1500m","Production","YC-08",27.08,50.1,0.9,120.06,122.05,1020.2,80,0.01012,89.04,3.507,3.231,3.116,0.059907901,0.06288466,0
False,"500m","Production","YC-08",29.14,51.0,0.9,120.0,122.01,1020.0,1628,0.01145,89.04,6.007,1.758,3.104,-0.08013438,0.022791926,0
False,"1000m","Production","YC-08",27.04,50.2,0.9,120.09,122.05,1020.2,344,0.01031,89.06,2.873,3.567,3.116,0.104050156,0.111600931,0
False,"1500m","Production","YC-08",28.36,50.6,0.9,120.18,122.0,1020.2,1038,0.01062,89.05,2.972,1.895,3.133,-0.107293206,0.101941854,0
False,"300m","Production","YC-08",29.09,51.0,0.9,120.09,122.14,1020.3,1593,0.01158,89.08,3.45,3.755,3.116,0.079959637,0.065064187,0
False,"1000m","Production","YC-08",27.94,50.4,0.9,120.02,122.02,1020.1,717,0.01107,89.02,2.781,2.348,3.106,-0.063500857,0.082218834,0
False,"1500m","Production","YC-08",27.82,50.4,0.9,120.01,122.0,1020.0,621,0.01074,89.03,4.83,3.895,3.103,0.039932793,0.017182017,0
False,"1500m","Production","YC-08",27.36,50.2,0.9,120.06,122.0,1020.1,275,0.01033,89.03,2.582,2.96,3.116,0.139034939,0.065395963,0
False,"300m","Production","YC-08",28.82,50.9,0.9,120.06,122.03,1020.1,1489,0.0111,89.05,3.543,3.531,3.111,0.067199162,0.019740805,0
False,"1000m","Production","YC-08",30.0,50.7,0.9,120.06,122.0,1020.1,1107,0.01066,89.04,2.334,3.661,3.116,0.047582331,0.076869661,0
False,"300m","Production","YC-08",28.16,50.5,0.9,120.01,122.0,1020.0,885,0.01114,89.03,2.791,2.047,3.104,-0.122437798,0.095779082,0
False,"1500m","Prototype","YC-08",27.91,50.4,0.9,120.03,122.14,1020.2,691,0.01055,89.04,2.138,1.535,3.116,0.286580327,0.067141179,0
False,"100m","Laboratory_Test","YC-08",28.45,50.7,0.9,120.04,122.0,1020.1,1107,0.01176,89.03,2.199,5.413,3.108,-0.139219412,0.092050435,0
False,"1000m","Production","YC-08",27.83,50.9,0.9,120.05,122.05,1020.2,1385,0.01206,89.07,5.944,3.061,3.116,0.126210586,0.072539683,0
False,"1200m","Production","YC-08",27.45,50.2,0.9,120.06,122.0,1020.1,344,0.01034,89.04,4.177,4.321,3.112,-0.0078858,0.075609378,0
False,"30m","Laboratory_Test","YC-08",32.58,51.1,0.9,120.28,122.0,1020.6,1586,0.01196,89.05,2.922,3.919,3.145,-0.030337806,0.033441098,0
False,"1200m","Production","YC-08",27.55,50.3,0.9,120.02,122.0,1020.4,413,0.01025,89.09,3.092,2.594,3.144,0.179085369,0.118496195,0
False,"1000m","Prototype","YC-08",27.48,50.2,0.9,120.0,122.01,1020.0,413,0.01029,89.02,2.497,3.342,3.101,0.144678419,0.118651926,0
False,"1000m","Production","YC-08",27.86,50.4,0.9,120.01,122.04,1020.0,656,0.01078,89.03,2.78,1.306,3.105,-0.141434816,0.03003222,0
False,"300m","Production","YC-08",29.73,51.3,0.9,120.09,122.0,1020.1,2079,0.01124,89.14,2.297,1.113,3.116,0.0115893,0.03112262,0
False,"1200m","Production","YC-08",27.73,50.3,0.9,120.01,122.0,1020.0,552,0.01033,89.05,2.972,3.372,3.105,-0.016564815,0.057000059,0
False,"1000m","Production","YC-08",28.12,50.5,0.9,120.01,122.0,1020.0,856,0.01059,89.04,3.373,3.518,3.102,0.020630104,0.054320335,0
False,"1200m","Production","YC-08",27.12,50.3,0.9,120.05,122.05,1020.2,413,0.01029,89.06,2.208,1.933,3.116,0.028833828,0.09555264,0
False,"1000m","Production","YC-08",27.45,50.2,0.9,120.01,122.05,1020.2,339,0.01068,89.05,2.09,3.277,3.116,0.157064479,0.101813533,0
False,"1200m","Production","YC-08",28.82,50.9,0.9,120.03,122.0,1020.2,1385,0.01151,89.11,4.277,2.504,3.118,0.116664231,0.078157995,0
False,"1200m","Laboratory_Test","YC-08",27.29,50.3,0.9,120.02,122.0,1020.2,1038,0.01113,89.04,3.175,3.459,3.115,0.022937527,0.081280863,0
False,"1200m","Production","YC-08",27.94,50.2,0.9,120.0,122.01,1020.0,386,0.01038,89.05,2.235,3.498,3.104,-0.147704935,0.106144462,0
False,"500m","Production","YC-08",27.86,50.3,0.9,120.01,122.0,1020.0,309,0.01012,89.02,3.884,3.292,3.103,-0.074708436,0.078883018,0
False,"1500m","Production","YC-08",27.58,50.3,0.9,120.0,122.0,1020.0,441,0.01044,89.02,4.473,1.815,3.104,0.044431229,0.034901457,0
False,"1200m","Production","YC-08",27.82,50.4,0.9,120.04,122.0,1020.1,621,0.01056,89.06,2.462,2.544,3.116,0.070574465,0.092951854,0
False,"1200m","Production","YC-08",28.27,50.6,0.9,120.02,122.01,1020.0,968,0.01087,89.03,3.655,2.042,3.104,-0.015476361,0.042036064,0
False,"1200m","Production","YC-08",28.16,50.4,0.9,120.09,122.0,1020.2,691,0.01076,89.06,3.634,2.543,3.116,-0.091865878,0.053260791,0
False,"1500m","Production","YC-08",27.58,50.2,0.9,120.02,122.0,1020.1,413,0.01054,89.07,4.271,3.217,3.104,0.051963209,0.088419381,0
False,"1000m","Production","YC-08",27.58,50.3,0.9,120.05,122.05,1020.1,441,0.01031,89.04,2.578,3.175,3.116,-0.016504014,0.105997096,0
False,"1500m","Production","YC-08",28.09,50.5,0.9,120.01,122.05,1020.1,830,0.01091,89.06,2.951,2.004,3.116,0.008943534,0.025615013,0
