,Measured.1g.SAR,Average.Power,Band,Mode,Test.Position,Antenna.Vendor,Ch.,Freq.,Tune.Up.Limit,Tune.up.Scaling.Factor,Duty.Cycle..,Duty.Cycle.Scaling.Factor,Reported.1g.SAR,Antenna.Peak.gain,filename,New.Test.Position,Dist,shell.type,New.Test.Position3,predict.SAR,isfail
228,0.17,14.94,5G,802.11n-HT40 MCS0,Bottom Face,High-Tek,54,5270,15,1.014,100,1,0.172,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.204447613,pass
229,0.213,14.7,5G,802.11ac-VHT80 MCS0,Bottom Face,High-Tek,138,5690,15,1.072,100,1,0.228,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.211423986,pass
230,0.223,14.99,5G,802.11ac-VHT80 MCS0,Bottom Face,High-Tek,138,5690,15,1.002,100,1,0.224,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.196255325,pass
231,0.256,15.39,5G,802.11ac-VHT80 MCS0,Bottom Face,High-Tek,155,5775,15.5,1.026,100,1,0.263,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.170338973,pass
232,0.226,15.35,5G,802.11ac-VHT80 MCS0,Bottom Face,High-Tek,155,5775,15.5,1.035,100,1,0.234,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.157508452,pass
233,0.435,17.85,2G,802.11b 1Mbps,Edge 1,High-Tek,6,2437,18,1.035,100,1,0.45,-0.2,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.457003183,pass
234,0.432,17.8,2G,802.11b 1Mbps,Edge 1,High-Tek,6,2437,18,1.047,100,1,0.452,0.35,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.484359211,pass
235,1.12,14.94,5G,802.11n-HT40 MCS0,Edge 1,High-Tek,54,5270,15,1.014,100,1,1.136,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.848605994,pass
236,1.168,14.9,5G,802.11a 6Mbps,Edge 1,High-Tek,60,5300,15,1.023,100,1,1.195,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,1.081247097,pass
237,1.17,14.94,5G,802.11n-HT40 MCS0,Edge 1,High-Tek,54,5270,15,1.014,100,1,1.186,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.887995631,pass
238,1.18,14.94,5G,802.11a 6Mbps,Edge 1,High-Tek,52,5260,15,1.014,100,1,1.196,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,1.05142794,pass
239,0.8,14.7,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,138,5690,15,1.072,100,1,0.857,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.871584545,pass
240,0.797,14.54,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,122,5610,15,1.112,100,1,0.886,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.927752598,pass
241,1.01,14.99,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,138,5690,15,1.002,100,1,1.012,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.966333198,pass
242,0.888,14.76,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,122,5610,15,1.057,100,1,0.938,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,1.034370106,pass
243,0.833,15.39,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,155,5775,15.5,1.026,100,1,0.854,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.888443507,pass
244,0.922,15.49,5G,802.11n-HT40 MCS0,Edge 1,High-Tek,159,5795,15.5,1.002,100,1,0.924,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.984067531,pass
245,0.845,15.35,5G,802.11ac-VHT80 MCS0,Edge 1,High-Tek,155,5775,15.5,1.035,100,1,0.875,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.967291026,pass
246,0.958,15.45,5G,802.11n-HT40 MCS0,Edge 1,High-Tek,159,5795,15.5,1.012,100,1,0.969,1.02,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,1.018236465,pass
247,0.506,17.85,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,18,1.035,100,1,0.524,-1,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.47902554,pass
248,0.299,15.75,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,16.5,1.189,100,1,0.355,-1,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.406769775,pass
249,0.429,17.12,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17.5,1.091,100,1,0.468,-1,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.501624199,pass
250,0.494,17.8,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,18,1.047,100,1,0.517,0.33,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.482302486,pass
251,0.413,14.9,5G,802.11n-HT40 MCS0,Edge 1,WNC,54,5270,15,1.023,100,1,0.423,0.13,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.599367205,pass
252,0.875,14.94,5G,802.11n-HT40 MCS0,Edge 1,WNC,54,5270,15,1.014,100,1,0.887,1.23,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.629368514,pass
253,0.619,14.7,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,138,5690,15,1.072,100,1,0.663,0.13,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.669289335,pass
254,1,14.99,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,138,5690,15,1.002,100,1,1.002,1.23,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.760561402,pass
255,0.959,14.76,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,122,5610,15,1.057,100,1,1.013,1.23,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.846750396,pass
256,0.641,15.39,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,15.5,1.026,100,1,0.657,0.13,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.696771657,pass
257,0.71,15.49,5G,802.11n-HT40 MCS0,Edge 1,WNC,159,5795,15.5,1.002,100,1,0.712,0.13,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.766687096,pass
258,0.801,15.35,5G,802.11n-HT40 MCS0,Edge 1,WNC,159,5795,15.5,1.035,100,1,0.829,1.23,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.79154956,pass
259,0.728,15.35,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,15.5,1.035,100,1,0.754,1.23,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Edge,7,3,Edge,0.772506269,pass
260,0.07,14.93,2G,802.11b 1Mbps,Bottom Face,Acon,6,2437,15,1.016,95.01,1.053,0.075,0.32,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Bottom,5,2,Face,0.105325892,pass
261,0.212,14.93,2G,802.11b 1Mbps,Edge 3,Acon,6,2437,15,1.016,95.01,1.053,0.227,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.234181824,pass
262,0.239,14.64,2G,802.11n-HT20 MCS0,Edge 3,Acon,11,2462,15,1.086,95.41,1.048,0.272,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.253857102,pass
263,0.202,14.41,2G,802.11n-HT20 MCS0,Edge 3,Acon,1,2412,15,1.146,95.41,1.048,0.243,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.260440297,pass
264,0.218,14.62,2G,802.11n-HT20 MCS0,Edge 3,Acon,6,2437,15,1.091,95.41,1.048,0.249,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.234813116,pass
265,0.218,14.39,2G,802.11n-HT40 MCS0,Edge 3,Acon,9,2452,14.5,1.026,90.42,1.106,0.247,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.230543379,pass
266,0.031,14.93,2G,802.11b 1Mbps,Bottom of Laptop,Acon,6,2437,15,1.016,95.01,1.053,0.033,0.32,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Bottom,5,2,Laptop,0.036813388,pass
267,0.015,14.7,2G,802.11b 1Mbps,Bottom Face,Acon,1,2412,15,1.071,95.19,1.051,0.017,0.32,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Bottom,5,2,Face,0.115564225,pass
268,0.118,14.7,2G,802.11b 1Mbps,Edge 3,Acon,1,2412,15,1.071,95.19,1.051,0.133,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.264398415,pass
269,0.15,14.48,2G,802.11n-HT20 MCS0,Edge 3,Acon,11,2462,15,1.126,94.78,1.055,0.178,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.253857102,pass
270,0.15,14.38,2G,802.11n-HT40 MCS0,Edge 3,Acon,9,2452,14.5,1.028,90.62,1.104,0.17,-2.24,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Edge,5,2,Edge,0.230543379,pass
271,0.024,14.7,2G,802.11b 1Mbps,Bottom of Laptop,Acon,1,2412,15,1.071,95.19,1.051,0.027,0.32,FA4D2005-01_R01_FCC SAR_Wistron_Laduree(BCM 43142)_Report_all product_R07,Bottom,5,2,Laptop,0.030168828,pass
272,0.071,20.24,5G,802.11a 6Mbps,Bottom of Laptop,WNC,116,5580,20.5,1.062,100,1,0.075,-0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.084102356,pass
273,0.022,20.24,5G,802.11a 6Mbps,Bottom Face,WNC,116,5580,20.5,1.062,100,1,0.023,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.018264003,pass
274,1.2,20.24,5G,802.11a 6Mbps,Edge 3,WNC,116,5580,20.5,1.062,100,1,1.274,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.216858546,pass
275,0.521,17.28,5G,802.11a 6Mbps,Edge 3,WNC,100,5500,17.5,1.052,100,1,0.548,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.663503504,pass
276,1.25,20.18,5G,802.11a 6Mbps,Edge 3,WNC,124,5620,20.5,1.076,100,1,1.346,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.285444321,pass
277,1.22,20.15,5G,802.11a 6Mbps,Edge 3,WNC,132,5660,20.5,1.084,100,1,1.322,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.205815075,pass
278,0.734,17.47,5G,802.11a 6Mbps,Edge 3,WNC,144,5720,17.5,1.007,100,1,0.739,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.713150368,pass
279,0.048,17.47,5G,802.11a 6Mbps,Bottom of Laptop,WNC,149,5745,17.5,1.007,100,1,0.048,-1.49,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.058659757,pass
280,0.022,17.47,5G,802.11a 6Mbps,Bottom Face,WNC,149,5745,17.5,1.007,100,1,0.022,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.02585186,pass
281,0.928,17.47,5G,802.11a 6Mbps,Edge 3,WNC,149,5745,17.5,1.007,100,1,0.934,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.891824912,pass
282,1.02,17.35,5G,802.11a 6Mbps,Edge 3,WNC,157,5785,17.5,1.035,100,1,1.056,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.96153099,pass
283,0.988,17.31,5G,802.11a 6Mbps,Edge 3,WNC,165,5825,17.5,1.045,100,1,1.032,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.936930168,pass
284,0.061,17.49,5G,802.11a 6Mbps,Bottom of Laptop,WNC,165,5825,17.5,1.002,100,1,0.061,-1.49,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.068414242,pass
285,0.011,17.49,5G,802.11a 6Mbps,Bottom Face,WNC,165,5825,17.5,1.002,100,1,0.011,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.023319803,pass
286,0.96,17.49,5G,802.11a 6Mbps,Edge 3,WNC,165,5825,17.5,1.002,100,1,0.962,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.936930168,pass
287,1.11,17.25,5G,802.11a 6Mbps,Edge 3,WNC,149,5745,17.5,1.059,100,1,1.176,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.891824912,pass
288,0.989,17.29,5G,802.11a 6Mbps,Edge 3,WNC,157,5785,17.5,1.05,100,1,1.038,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.96153099,pass
289,0.058,20.35,5G,802.11a 6Mbps,Bottom of Laptop,WNC,165,5825,20.5,1.035,100,1,0.06,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Laptop,0.087855245,pass
290,0.018,20.35,5G,802.11a 6Mbps,Bottom Face,WNC,165,5825,20.5,1.035,100,1,0.019,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.016167219,pass
291,1.02,20.35,5G,802.11a 6Mbps,Edge 3,WNC,165,5825,20.5,1.035,100,1,1.055,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.209984469,pass
292,1.15,20.21,5G,802.11a 6Mbps,Edge 3,WNC,149,5745,20.5,1.069,100,1,1.229,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.191813022,pass
293,1.04,20.19,5G,802.11a 6Mbps,Edge 3,WNC,157,5785,20.5,1.074,100,1,1.117,1.21,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,1.22352002,pass
294,0.008,16.91,2G,802.11b 1Mbps,Bottom of Laptop,WNC,1,2412,17,1.021,100,1,0.008,-1.99,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.03232125,pass
295,0.034,16.91,2G,802.11b 1Mbps,Bottom Face,WNC,1,2412,17,1.021,100,1,0.035,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.276114616,pass
296,0.06,16.91,2G,802.11b 1Mbps,Edge 3,WNC,1,2412,17,1.021,100,1,0.061,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.297969556,pass
297,0.005,16.99,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,17,1.002,100,1,0.005,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Laptop,0.035648229,pass
298,0.353,16.99,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,17,1.002,100,1,0.354,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.258331273,pass
299,0.295,16.92,2G,802.11b 1Mbps,Bottom Face,WNC,1,2412,17,1.019,100,1,0.3,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.276114616,pass
300,0.35,16.96,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,17,1.009,100,1,0.353,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.318665822,pass
301,0.155,16.99,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,17,1.002,100,1,0.155,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.26235209,pass
302,0.023,17.28,5G,802.11a 6Mbps,Bottom of Laptop,WNC,60,5300,17.5,1.052,100,1,0.024,0.8,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.043902608,pass
303,0.022,17.28,5G,802.11a 6Mbps,Bottom Face,WNC,60,5300,17.5,1.052,100,1,0.023,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.027028853,pass
304,0.509,17.28,5G,802.11a 6Mbps,Edge 3,WNC,60,5300,17.5,1.052,100,1,0.535,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.87965442,pass
305,0.437,17.2,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,17.5,1.072,100,1,0.468,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.769314422,pass
306,0.446,17.18,5G,802.11a 6Mbps,Edge 3,WNC,56,5280,17.5,1.076,100,1,0.48,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.766040613,pass
307,0.336,15.43,5G,802.11a 6Mbps,Edge 3,WNC,64,5320,15.5,1.016,100,1,0.341,0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.588712658,pass
308,0.034,17.39,5G,802.11a 6Mbps,Bottom of Laptop,WNC,52,5260,17.5,1.026,100,1,0.035,0.8,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.060848554,pass
309,0.003,17.39,5G,802.11a 6Mbps,Bottom Face,WNC,52,5260,17.5,1.026,100,1,0.003,1.81,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.026105346,pass
310,0.484,17.39,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,17.5,1.026,100,1,0.496,1.81,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.746080926,pass
311,0.043,19.22,5G,802.11n-HT40 MCS0,Bottom of Laptop,WNC,54,5270,19.5,1.067,100,1,0.046,0.8,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.051585951,pass
312,0.035,19.22,5G,802.11n-HT40 MCS0,Bottom Face,WNC,54,5270,19.5,1.067,100,1,0.037,2.08,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.024759098,pass
313,0.287,19.22,5G,802.11n-HT40 MCS0,Edge 3,WNC,54,5270,19.5,1.067,100,1,0.306,2.08,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.993065409,pass
314,0.188,15.46,5G,802.11n-HT40 MCS0,Edge 3,WNC,62,5310,15.5,1.009,100,1,0.19,2.08,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.528256182,pass
315,0.074,17.39,5G,802.11a 6Mbps,Bottom of Laptop,WNC,116,5580,17.5,1.026,100,1,0.076,-0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.049693784,pass
316,0.017,17.39,5G,802.11a 6Mbps,Bottom Face,WNC,116,5580,17.5,1.026,100,1,0.017,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.026658204,pass
317,1.08,17.39,5G,802.11a 6Mbps,Edge 3,WNC,116,5580,17.5,1.026,100,1,1.108,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.905949434,pass
318,0.521,14.46,5G,802.11a 6Mbps,Edge 3,WNC,100,5500,14.5,1.009,100,1,0.526,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.485551722,pass
319,0.962,17.2,5G,802.11a 6Mbps,Edge 3,WNC,124,5620,17.5,1.072,100,1,1.031,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.952296671,pass
320,0.806,17.28,5G,802.11a 6Mbps,Edge 3,WNC,132,5660,17.5,1.052,100,1,0.848,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.887995865,pass
321,0.55,15.31,5G,802.11a 6Mbps,Edge 3,WNC,144,5720,15.5,1.045,100,1,0.575,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.576916028,pass
322,0.064,17.32,5G,802.11a 6Mbps,Bottom of Laptop,WNC,116,5580,17.5,1.042,100,1,0.067,-0.54,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,12.03,1,Laptop,0.049693784,pass
323,0.004,17.32,5G,802.11a 6Mbps,Bottom Face,WNC,116,5580,17.5,1.042,100,1,0.004,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Bottom,4.7,1,Face,0.026658204,pass
324,1.04,17.32,5G,802.11a 6Mbps,Edge 3,WNC,116,5580,17.5,1.042,100,1,1.084,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.905949434,pass
325,0.501,14.32,5G,802.11a 6Mbps,Edge 3,WNC,100,5500,14.5,1.042,100,1,0.522,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.485551722,pass
326,0.933,17.21,5G,802.11a 6Mbps,Edge 3,WNC,124,5620,17.5,1.069,100,1,0.997,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.952296671,pass
327,0.795,17.3,5G,802.11a 6Mbps,Edge 3,WNC,132,5660,17.5,1.047,100,1,0.832,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.887995865,pass
328,0.543,15.44,5G,802.11a 6Mbps,Edge 3,WNC,144,5720,15.5,1.014,100,1,0.551,1.87,FA8D0721_R01_FCC SAR_Wistron_Rota 15_Report,Edge,4.05,1,Edge,0.576916028,pass
329,0.062,20.39,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,20.5,1.026,98.59,1.014,0.064,0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.289897315,pass
330,0.452,20.39,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,20.5,1.026,98.59,1.014,0.47,0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.54139101,pass
331,0.254,19.37,2G,802.11b 1Mbps,Edge 3,WNC,1,2412,19.5,1.03,98.59,1.014,0.265,0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.505946113,pass
332,0.475,19.32,2G,802.11b 1Mbps,Edge 3,WNC,11,2462,19.5,1.042,98.59,1.014,0.502,0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.537927196,pass
333,0.065,20.39,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,20.5,1.026,98.59,1.014,0.068,0.54,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Laptop,0.075873106,pass
334,0.086,20.37,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,20.5,1.03,98.96,1.011,0.09,-0.36,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Face,0.261303733,pass
335,0.119,20.37,2G,802.11b 1Mbps,Edge 3,WNC,6,2437,20.5,1.03,98.96,1.011,0.124,-2.14,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.61032118,pass
336,0.092,20.37,2G,802.11b 1Mbps,Bottom of Laptop,WNC,6,2437,20.5,1.03,98.96,1.011,0.096,-0.36,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,12.03,1,Laptop,0.085882823,pass
337,0.001,18.87,5G,802.11a 6Mbps,Bottom Face,WNC,52,5260,19,1.029,97.84,1.022,0.001,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Bottom,4.7,1,Face,0.018383122,pass
338,0.794,18.87,5G,802.11a 6Mbps,Edge 3,WNC,52,5260,19,1.029,97.84,1.022,0.835,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.855594505,pass
339,0.829,18.81,5G,802.11a 6Mbps,Edge 3,WNC,56,5280,19,1.045,97.84,1.022,0.885,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.845333435,pass
340,0.883,18.76,5G,802.11a 6Mbps,Edge 3,WNC,60,5300,19,1.056,97.84,1.022,0.953,2.08,FA8D0719_R01_FCC SAR_Wistron_Saba 15_Report,Edge,4.05,1,Edge,0.960895773,pass
